record_id,company_name,uscc_or_entity_id,source_type,source_platform,source_url,source_title,published_at,captured_at,city,job_title,evidence_quote,evidence_summary,screenshot_path,collector,verification_status,risk_level,boycott_recommended,notes
job-20260406-001,中国人寿保险股份有限公司焦作分公司,,jobsite,智联招聘,http://www.zhaopin.com/jobdetail/CC543102420J40784614514.htm,增员助理专员【纯文职+35岁以下】（智联招聘）,,2026-04-06,焦作,增员助理专员【纯文职+35岁以下】,,我们正在寻找一位专业的招聘专员/助理，负责全面支持公司的招聘活动，确保招聘流程的顺畅进行。工作内容：包括发布招聘信息、筛选简历、组织面试、跟进候选人等。岗位要求：1. 大专及以上学历，25-35岁，人力资源管理等相关专业优先；2. 1-2年招聘相关工作经验，优秀应届生亦可；3. ,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
job-20260406-002,齐鲁制药（全国）,,jobsite,智联招聘,http://www.zhaopin.com/jobdetail/CCL1280023690J40823299007.htm,医药代表–广西柳州、桂林（智联招聘）,,2026-04-06,柳州,医药代表–广西柳州、桂林,,岗位职责：1. 在国家法律和行业法规规制下，合法合规向医生正确宣讲齐鲁制药精神产品线药品知识与药物信息，以促进医生合理用药，使病人获益；2. 负责产品在目标医院内的学术推广，制定市场计划并确保完成任务；3. 积极主动学习产品知识，全面正确传递公司产品信息；4. 负责目标市场的开发,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
job-20260406-003,安徽泰盈信息科技有限公司庐阳分公司,,jobsite,智联招聘,http://www.zhaopin.com/jobdetail/CCL1438894820J40849923714.htm,急招3名小伙伴上班 直签offer（智联招聘）,,2026-04-06,合肥,急招3名小伙伴上班 直签offer,,【公司直招！】【公司缴纳五险一金】【无销售性质】 【有2人间住宿】一、工作内容： 1、工作内容主要是打字回复小红书网红，官方平台，非小作坊，无需自带设备2、无销售性质，轻松文职，无销售～带薪培训，内部晋升机会大二、岗位要求：1、大专及以上学历，良好的沟通表达能力；2、26届的需要,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-001,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40886298012.htm,零食小吃服务到家240一天包车（智联招聘）,,2026-04-06,岳阳,零食小吃服务到家240一天包车,,【薪资待遇】1、一天工作8个小时左右2、底薪+提成+包宿+绩效奖金+给上保险3、一单提成4-30元+(不封顶)另有夜间补贴1-2块/单正常干5000-6000元努力干6000-7000元使劲干7000-8000元拼命干9000--10000元以上/月(上不封顶)综合工资6000-,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-002,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40848008503.htm,西青-五险一金 双休 优质客户资源下发（智联招聘）,,2026-04-06,天津,西青-五险一金 双休 优质客户资源下发,,双休，五险一金，收入稳增社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000，提奖500,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-003,中国人寿保险股份有限公司大连经济技术开发区分公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CC410449410J40840127401.htm,主管助理/售后专员（智联招聘）,,2026-04-06,大连,主管助理/售后专员,,招募助理一、工作内容:1.网站维护，线上线下招募等工作。2.公司提供老客户名单，邀约客户领取公司提供的各类礼品(无业绩考核)。3.无业绩要求。2.工作时间:1.早8:30-晚3:30(特殊情况可以调整)2.按照国家法定节假日休息!周末双休。3.任职要求:年龄:25-45周岁，学历,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-004,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884837312.htm,闪购小件骑手配车住220一天（智联招聘）,,2026-04-06,岳阳,闪购小件骑手配车住220一天,,【薪资待遇】1、一天工作8个小时左右2、底薪+提成+包宿+绩效奖金+给上保险3、一单提成4-30元+(不封顶)另有夜间补贴1-2块/单正常干5000-6000元努力干6000-7000元使劲干7000-8000元拼命干9000--10000元以上/月(上不封顶)综合工资6000-,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-005,比亚迪股份有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CC132962990J40944883702.htm,坐岗手工活小件易上手5000-6500长沙望城比亚迪（智联招聘）,,2026-04-06,长沙,坐岗手工活小件易上手5000-6500长沙望城比亚迪,,福利待遇：1、五险一金：公司按照当地标准为员工缴纳五险一金；员工可自愿选择加入公司医疗基金，享受额外的医疗补助。2、衣食住行：公司为员工提供工衣、劳保用品；提供工作餐早餐4元、中餐晚餐6.5元，另有种类丰富的自选餐可供选择；住宿提供4-6人间免费宿舍（水电平摊），宿舍配备独卫、空,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-006,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40879135703.htm,杨浦-五险一金\双休\优质客户资源下发\福利好（智联招聘）,,2026-04-06,上海,杨浦-五险一金\双休\优质客户资源下发\福利好,,带编制，双休，五险一金，不内卷收入稳增社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发200,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-007,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884838112.htm,7天2000外卖员提供车住预支工资（智联招聘）,,2026-04-06,岳阳,7天2000外卖员提供车住预支工资,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-008,金慧科技,,jobsite,智联招聘,http://jobs.zhaopin.com/CC612833320J40840129401.htm,12328交通出行监管 / 安全响应专员 双休+有带薪年假 订单处理（智联招聘）,,2026-04-06,沈阳,12328交通出行监管 / 安全响应专员 双休+有带薪年假 订单处理,,入职既转正，上岗既高薪！接受无工作经验！带薪培训！没有试岗期，有五险一金而且双休的好工作~职位详情【薪资及福利】 1、薪资：综合月收入4-5K，上不封顶 2、带薪年假、社保，公积金 3、其他福利：舒适的办公环境、温馨的员工餐厅、微波炉、冰箱、饮水机、自动售货机 4、丰富多彩的员工,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-009,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40802203903.htm,洛阳-五险一金 双休 优质客户资源下发 日常不加班（智联招聘）,,2026-04-06,洛阳,洛阳-五险一金 双休 优质客户资源下发 日常不加班,,带编制，双休，五险一金社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000，提奖5000,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-010,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884834212.htm,会员超市水果送货员280一天（智联招聘）,,2026-04-06,岳阳,会员超市水果送货员280一天,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-011,比亚迪股份有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CC132962990J40942652302.htm,牵引车司机接受无经验6000-8000合肥比亚迪直招（智联招聘）,,2026-04-06,合肥,牵引车司机接受无经验6000-8000合肥比亚迪直招,,1、初中及以上学历 2、有相关工作经验优先 三、福利待遇： 1、五险一金：公司按照当地标准为员工缴纳五险一金；员工可自愿选择加入公司医疗基金，享受额外的医疗补助。 2、衣食住行：公司为员工提供工衣、劳保用品；提供工作餐早餐4元、中餐晚餐6.5元，另有种类丰富的自选餐可供选择；住宿,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-012,京东集团,,jobsite,智联招聘,http://jobs.zhaopin.com/CC192921310J40687022009.htm,异常处理员（智联招聘）,,2026-04-06,茂名,异常处理员,,岗位内容：1. 根据客户需求，处理并跟踪订单，及时更新物流信息，保证订单准确完整2. 负责货物的异常处理，联动上下游处理异常，保证货物送到客户手中。3. 保持与客户的良好沟通，协调解决订单相关问题4. 按要求收集统计订单数据，编写汇报文档5. 完成领导交办的其他任务任职要求：1.,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-013,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884900512.htm,送水日结240挣快钱免费包车住（智联招聘）,,2026-04-06,株洲,送水日结240挣快钱免费包车住,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-014,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40853200403.htm,三水-五险一金 双休 优质客户下发（智联招聘）,,2026-04-06,佛山,三水-五险一金 双休 优质客户下发,,不电销 不地推，不加班，收入有保障！社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-015,长城物业,,jobsite,智联招聘,http://jobs.zhaopin.com/CC130789200J40856661705.htm,物业管家（智联招聘）,,2026-04-06,北京,物业管家,,一、客户服务与沟通接待业主来访、来电、微信咨询，快速响应报修、投诉、咨询处理物业费收缴、催缴，解答费用明细疑问建立业主档案，记录服务诉求与处理进度，做好回访组织社区文化活动、节日关怀，维护邻里关系二、报修与维修协调受理房屋、公共设施、水电、门禁、电梯等报修对接工程维修人员，跟进维,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-016,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40878161412.htm,300一天固定超市送货包吃住（智联招聘）,,2026-04-06,长沙,300一天固定超市送货包吃住,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-017,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40798131703.htm,静海-双休 五险一金 优质客户资源下发 无责底薪收入稳增（智联招聘）,,2026-04-06,天津,静海-双休 五险一金 优质客户资源下发 无责底薪收入稳增,,不电销 不地推，不加班，收入有保障！社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-018,上海胤誉智维企业服务有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CC489857930J40840126901.htm,急招配送员 就近分配 单量稳定 综合7k-12k 准时发薪（智联招聘）,,2026-04-06,呼和浩特,急招配送员 就近分配 单量稳定 综合7k-12k 准时发薪,,自营酒水门店 驻店骑手急招单多好送·就近安排·新手可带·薪资可观 工作亮点自营门店直招，驻店接单不用等，市区门店就近安排，通勤超方便！配送范围超近：以门店为中心0.1-4公里，短距离跑单，轻松不累岗位职责1. 引导客户关注公众号，协助完成线上下单2. 负责酒水订单配送，全程跟进物,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=1000-9999人; backend-review-needed
zhl-20260406-019,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884828312.htm,门店配送纯净水包住220元一天（智联招聘）,,2026-04-06,岳阳,门店配送纯净水包住220元一天,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-020,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40800580703.htm,南阳-五险一金 双休 优质客户资源下发 不加班（智联招聘）,,2026-04-06,南阳,南阳-五险一金 双休 优质客户资源下发 不加班,,带编制，双休，五险一金，不内卷收入稳增社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发200,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-021,跨越速运,,jobsite,智联招聘,http://jobs.zhaopin.com/CC574811320J40676754411.htm,常平市场部急招销售精英无责低薪7480元起（智联招聘）,,2026-04-06,东莞,常平市场部急招销售精英无责低薪7480元起,,钱和情怀，诗和远方我们都给你，在这里您将得到：1、【优厚的薪资待遇】：试用期7480，入职半年内保底8000+根据运费计算提成，综合薪酬8-15K；2、【专业的培训体系】：完善的培训带教体系，入职9天新人带薪培训，以及持续的老员工一对一带教;3、【清晰的晋升通道】：公开、透明的晋,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-022,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40885315912.htm,工资周结包吃住驻店配送买社保（智联招聘）,,2026-04-06,长沙,工资周结包吃住驻店配送买社保,,【薪资待遇】1、一天工作8个小时左右2、底薪+提成+包宿+绩效奖金+给上保险3、一单提成4-30元+(不封顶)另有夜间补贴1-2块/单正常干5000-6000元努力干6000-7000元使劲干7000-8000元拼命干9000--10000元以上/月(上不封顶)综合工资6000-,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-023,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40846983203.htm,宝山-五险一金 双休 优质集团客户下发（智联招聘）,,2026-04-06,上海,宝山-五险一金 双休 优质集团客户下发,,不电销 不地推，不加班，收入有保障！社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-024,上海胤誉智维企业服务有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CC489857930J40840130701.htm,急招配送员 就近分配 单量稳定 综合7k-12k 准时发薪（智联招聘）,,2026-04-06,天津,急招配送员 就近分配 单量稳定 综合7k-12k 准时发薪,,自营酒水门店 驻店骑手急招单多好送·就近安排·新手可带·薪资可观 工作亮点自营门店直招，驻店接单不用等，市区门店就近安排，通勤超方便！配送范围超近：以门店为中心0.1-4公里，短距离跑单，轻松不累岗位职责1. 引导客户关注公众号，协助完成线上下单2. 负责酒水订单配送，全程跟进物,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=1000-9999人; backend-review-needed
zhl-20260406-025,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40885316312.htm,买社保月9K包住急招3名驻店配送（智联招聘）,,2026-04-06,长沙,买社保月9K包住急招3名驻店配送,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-026,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40845824303.htm,开封-五险一金 双休 优质客户资源下发（智联招聘）,,2026-04-06,开封,开封-五险一金 双休 优质客户资源下发,,带编制，双休，五险一金，不加班的好工作！社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发20,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-027,陕西鸿尚信息科技有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CC689899530J40726735211.htm,订单处理员 下班就隐身 文职6000+（智联招聘）,,2026-04-06,西安,订单处理员 下班就隐身 文职6000+,,岗位职责： 解决平台用户问题，提供高质量的客户服务。 岗位要求： 1. 具备良好的沟通能力和问题解决能力。 2. 排班排休，每天8小时工作制 3. 有意向在三个月一次的晋升机会中发展（多渠道发展：质检/主管/培训师）。 薪资待遇：综合薪资4000-8000元。,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-028,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884900112.htm,包吃住饮料鲜花配送员240一天（智联招聘）,,2026-04-06,株洲,包吃住饮料鲜花配送员240一天,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-029,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40850397903.htm,武清-五险一金 双休 需求客户资源下发（智联招聘）,,2026-04-06,天津,武清-五险一金 双休 需求客户资源下发,,双休，五险一金 不加班~社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000，提奖500,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-030,金瓜子科技发展(北京)有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CC345704180J40928173808.htm,梧州二手车交付顾问（智联招聘）,,2026-04-06,梧州,梧州二手车交付顾问,,"1、负责客户邀约、接待与车辆带看，完成客户车辆交付全流程,提供管家式服务;2、按照公司标准流程,配合本部门其他业务端口完成整体业务流工作;3、处理客户的问题及咨询与投诉，提升客户体验;4、汽车周边产品与服务的营销;5、完成本部门的业绩指标,配合团队达成【任职资格】1、大专以上学历",,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-031,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40885317512.htm,买社保工资周结桶装水配送（智联招聘）,,2026-04-06,长沙,买社保工资周结桶装水配送,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-032,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40854520103.htm,巴南-五险一金\ 双休\集团优质客户下发\ 福利好（智联招聘）,,2026-04-06,重庆,巴南-五险一金\ 双休\集团优质客户下发\ 福利好,,不电销 不地推，不加班，收入有保障！社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-033,跨越速运,,jobsite,智联招聘,http://jobs.zhaopin.com/CC574811320J40676755611.htm,东莞常平保底8K诚聘销售精英（智联招聘）,,2026-04-06,东莞,东莞常平保底8K诚聘销售精英,,岗位职责：1. 负责搜集新客户的资料并进行沟通，开发新客户；2、通过电话与客户进行有效沟通了解客户需求，挖掘客户潜力；3、维护客户关系，稳定客户业务；4、定期与合作客户进行沟通，建立良好的长期合作关系；5、月底客户款项跟进；6、积极配合和执行公司下达的章程；任职要求：1、大专以上,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-034,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884900412.htm,零食配送包车住日结240（智联招聘）,,2026-04-06,株洲,零食配送包车住日结240,,【薪资待遇】1、一天工作8个小时左右2、底薪+提成+包宿+绩效奖金+给上保险3、一单提成4-30元+(不封顶)另有夜间补贴1-2块/单正常干5000-6000元努力干6000-7000元使劲干7000-8000元拼命干9000--10000元以上/月(上不封顶)综合工资6000-,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-035,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40867628103.htm,禅城-五险一金 双休 优质客户资源下发（智联招聘）,,2026-04-06,佛山,禅城-五险一金 双休 优质客户资源下发,,带编制，双休，五险一金，不加班社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发2000，提奖,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-036,双胞胎集团,,jobsite,智联招聘,http://jobs.zhaopin.com/CC180760820J40928175008.htm,综合员文员（智联招聘）,,2026-04-06,盐城,综合员文员,,有行政人事同岗位相关工作经验优先，沟通协调能力强，服务意识态度好,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-037,长沙骑萌盟供应链管理有限公司,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1519612520J40884871412.htm,洗衣液配送超市用品220元一天（智联招聘）,,2026-04-06,株洲,洗衣液配送超市用品220元一天,,岗位职责】1、负责站点3公里内外卖配送，系统自动派单，无需抢单2、每天工作8小时，无夜班，可自愿加班多接单【职位要求】1、年龄18-50岁，男女不限，身体健康，无案底2、会骑电动车，会使用智能手机导航【薪资福利】1、薪资:底薪+提成，综合工资7000-10000元，上不封顶2、福,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-038,中国平安人寿保险股份有限公司2,,jobsite,智联招聘,http://jobs.zhaopin.com/CCL1487619940J40793025103.htm,株洲-8K-16K 五险一金 双休 客户资源下发 编制招满即停（智联招聘）,,2026-04-06,株洲,株洲-8K-16K 五险一金 双休 客户资源下发 编制招满即停,,带编制，双休，五险一金，不加班的好工作！社区金融服务：朝九晚六、周末双休、工作简单轻松，节假日正常休息、福利待遇好，主要做老客户的维护和二次开发，综合金融业务均可做，收入来源广，晋升空间大。一、福利待遇:工资构成:无责底薪+业务提奖+新人津贴+激励方案。双佣金：提奖1000发20,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
zhl-20260406-039,银雁科技服务集团,,jobsite,智联招聘,http://jobs.zhaopin.com/CC853113380J40844698409.htm,就近安排/底薪5000/销售（智联招聘）,,2026-04-06,深圳,就近安排/底薪5000/销售,,岗位职责:负责公司新老客户一年一度即将到期的，进行电话和微信提醒续费续交办理业务，无需外出办公，公司提供客户资源，续费成功既有提成的电话外呼工作.薪资待遇:试用期：无责保底5000+阶梯式提成+奖金，转正阶梯式底薪+阶梯式提成，综合工资8000-15000元/月不等其他福利1、五,,zhilian-list,pending,medium,false,raw-list-candidate; query=35岁以下+10000人以上; company_size=10000人以上; backend-review-needed
